product_category_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm
esporte_lazer,3500,86,26,18
esporte_lazer,950,17,5,14
pet_shop,300,19,19,19
cama_mesa_banho,1800,30,15,30
moveis_decoracao,2000,80,20,20
brinquedos,213,16,13,14
beleza_saude,929,24,16,20
moveis_decoracao,1100,30,4,20
informatica_acessorios,813,29,16,16
beleza_saude,357,16,17,17
malas_acessorios,3850,30,10,49
construcao_ferramentas_jardim,2900,85,16,50
utilidades_domesticas,800,68,5,14
brinquedos,800,32,5,24
pet_shop,150,16,20,20
moveis_decoracao,1050,31,11,26
moveis_decoracao,16650,55,50,55
automotivo,1200,20,15,20
ferramentas_jardim,100,17,5,14
fashion_underwear_e_moda_praia,400,19,9,27
ferramentas_jardim,250,17,7,12
moveis_cozinha_area_de_servico_jantar_e_jardim,1750,20,16,30
utilidades_domesticas,350,30,11,17
cama_mesa_banho,5700,60,20,40
utilidades_domesticas,500,25,15,15
beleza_saude,375,23,18,23
esporte_lazer,3900,30,80,20
papelaria,1550,32,52,19
cama_mesa_banho,17450,40,20,30
moveis_escritorio,7575,52,52,17
utilidades_domesticas,8150,33,23,22
utilidades_domesticas,440,17,14,14
consoles_games,150,16,12,12
eletrodomesticos,550,16,32,11
fashion_bolsas_e_acessorios,700,43,16,27
cama_mesa_banho,400,50,8,35
esporte_lazer,4525,65,16,40
cool_stuff,1200,24,9,17
beleza_saude,1017,27,13,20
esporte_lazer,600,40,15,11
relogios_presentes,297,18,11,18
automotivo,717,24,14,21
moveis_decoracao,15200,40,60,40
livros_tecnicos,300,23,2,16
perfumaria,475,20,12,14
cama_mesa_banho,13250,50,40,55
construcao_ferramentas_seguranca,200,16,2,11
automotivo,100,17,4,17
esporte_lazer,400,45,15,16
esporte_lazer,3600,31,37,31
perfumaria,150,20,20,30
cama_mesa_banho,400,40,4,30
informatica_acessorios,1000,36,22,25
informatica_acessorios,650,17,11,11
automotivo,5400,20,14,20
esporte_lazer,1050,80,8,15
esporte_lazer,1143,24,22,19
brinquedos,400,25,20,20
telefonia_fixa,2100,30,30,20
cool_stuff,700,16,8,13
eletrodomesticos_2,18450,46,60,36
esporte_lazer,250,30,8,20
cama_mesa_banho,1200,29,8,38
informatica_acessorios,150,16,16,16
utilidades_domesticas,725,16,38,25
beleza_saude,12000,65,30,40
informatica_acessorios,833,23,14,14
utilidades_domesticas,1200,30,21,26
cool_stuff,2200,50,5,50
automotivo,9650,60,60,16
esporte_lazer,3200,40,30,25
informatica_acessorios,400,50,15,25
telefonia,200,20,12,16
cama_mesa_banho,1350,35,15,25
cama_mesa_banho,1500,38,8,28
utilidades_domesticas,705,34,22,28
ferramentas_jardim,1450,68,3,48
brinquedos,4267,46,39,22
fashion_bolsas_e_acessorios,700,16,9,11
esporte_lazer,5700,28,11,11
automotivo,350,40,4,30
construcao_ferramentas_construcao,8650,43,13,40
esporte_lazer,100,20,4,13
telefonia,200,16,14,15
informatica_acessorios,167,24,14,11
beleza_saude,250,25,15,15
ferramentas_jardim,30000,43,102,30
telefonia,200,24,10,24
cool_stuff,3500,52,7,55
beleza_saude,150,43,11,18
papelaria,3300,28,55,37
utilidades_domesticas,3070,32,11,29
moveis_decoracao,925,35,7,33
informatica_acessorios,850,18,16,18
automotivo,225,17,15,15
moveis_decoracao,1650,35,23,35
esporte_lazer,550,21,21,19
alimentos_bebidas,550,23,16,16
bebes,7500,60,20,50
cool_stuff,800,16,16,16
ferramentas_jardim,250,35,7,11
informatica_acessorios,725,18,5,11
utilidades_domesticas,2350,40,10,35
esporte_lazer,630,19,21,19
livros_tecnicos,550,23,2,16
esporte_lazer,300,25,25,25
beleza_saude,1225,19,23,16
ferramentas_jardim,300,20,15,20
pet_shop,6700,30,20,40
moveis_escritorio,8217,52,52,17
cool_stuff,14700,42,55,38
utilidades_domesticas,205,21,15,16
moveis_decoracao,1150,100,7,12
brinquedos,1000,22,13,17
automotivo,100,16,8,11
esporte_lazer,1200,19,18,16
construcao_ferramentas_seguranca,300,16,16,16
cama_mesa_banho,1900,30,20,70
moveis_decoracao,7350,35,35,35
moveis_decoracao,6450,35,30,35
construcao_ferramentas_seguranca,350,16,11,11
beleza_saude,2800,18,19,18
moveis_decoracao,750,16,5,20
telefonia,150,16,5,11
utilidades_domesticas,9250,40,29,40
brinquedos,200,20,10,16
brinquedos,400,27,10,21
moveis_sala,5050,62,6,55
bebes,700,35,30,35
automotivo,700,21,13,20
bebes,13800,65,35,55
casa_conforto,15100,60,30,50
moveis_decoracao,850,80,10,60
esporte_lazer,10200,100,20,25
cool_stuff,2100,40,30,20
esporte_lazer,6600,30,30,30
utilidades_domesticas,700,23,8,15
esporte_lazer,950,37,20,17
moveis_decoracao,2200,37,25,36
livros_interesse_geral,400,21,2,14
bebes,250,16,16,11
esporte_lazer,375,23,23,23
livros_tecnicos,2450,20,30,22
eletrodomesticos,550,36,15,25
beleza_saude,692,15,12,14
cama_mesa_banho,3500,40,15,30
automotivo,2525,56,11,32
fashion_bolsas_e_acessorios,400,16,8,11
livros_interesse_geral,450,25,3,18
instrumentos_musicais,9500,50,50,50
cama_mesa_banho,1600,28,6,28
brinquedos,1000,32,27,39
cama_mesa_banho,1150,30,10,30
utilidades_domesticas,441,16,16,12
cool_stuff,10750,60,34,31
moveis_decoracao,13000,70,60,60
cama_mesa_banho,650,35,5,25
cool_stuff,2900,50,20,20
utilidades_domesticas,8300,50,30,33
telefonia,150,18,10,11
relogios_presentes,325,17,10,12
brinquedos,750,35,20,25
cama_mesa_banho,800,40,10,30
cama_mesa_banho,250,26,6,20
beleza_saude,745,27,12,16
utilidades_domesticas,550,20,20,20
esporte_lazer,3025,35,22,17
utilidades_domesticas,600,24,12,15
malas_acessorios,600,47,10,34
utilidades_domesticas,2300,50,22,24
pet_shop,50,18,14,14
ferramentas_jardim,850,20,20,20
informatica_acessorios,100,75,11,11
moveis_decoracao,200,18,9,14
bebes,500,32,18,21
cama_mesa_banho,650,20,16,20
malas_acessorios,200,16,5,45
perfumaria,120,16,16,16
bebes,1050,29,12,32
fashion_roupa_masculina,1000,20,20,20
relogios_presentes,375,17,14,16
utilidades_domesticas,2650,53,15,13
beleza_saude,75,23,7,14
cool_stuff,3700,27,43,22
alimentos_bebidas,300,16,16,16
livros_tecnicos,1000,25,5,20
automotivo,2150,55,15,45
utilidades_domesticas,1500,25,35,25
utilidades_domesticas,242,25,8,12
brinquedos,600,39,30,29
automotivo,75,20,2,15
fashion_bolsas_e_acessorios,419,25,6,16
automotivo,1000,19,19,14
eletroportateis,3900,32,37,22
moveis_decoracao,1600,47,6,41
moveis_decoracao,3600,30,30,30
construcao_ferramentas_seguranca,673,18,13,15
utilidades_domesticas,1500,32,5,25
casa_construcao,1150,16,27,16
sinalizacao_e_seguranca,22550,85,85,26
brinquedos,3225,31,31,28
automotivo,6900,40,20,40
cool_stuff,50,20,6,15
artigos_de_festas,1350,23,17,18
beleza_saude,11100,35,30,40
alimentos_bebidas,200,31,15,26
beleza_saude,1000,18,9,27
alimentos,450,24,17,17
construcao_ferramentas_ferramentas,1637,27,22,23
cama_mesa_banho,14300,45,15,35
pet_shop,425,16,18,18
utilidades_domesticas,8600,45,35,35
cool_stuff,4000,43,35,18
papelaria,2,11,11,52
industria_comercio_e_negocios,9225,61,61,30
moveis_decoracao,1200,39,30,39
eletrodomesticos,950,32,37,22
automotivo,6075,56,11,32
informatica_acessorios,550,19,4,15
cool_stuff,200,16,8,14
utilidades_domesticas,7800,45,20,45
brinquedos,840,33,13,26
portateis_casa_forno_e_cafe,4925,43,15,32
instrumentos_musicais,2000,35,10,82
informatica_acessorios,188,16,11,12
esporte_lazer,1800,55,10,14
consoles_games,313,17,12,15
automotivo,2850,28,5,30
ferramentas_jardim,7400,43,14,33
beleza_saude,600,28,11,26
moveis_decoracao,2900,35,30,35
cama_mesa_banho,12100,56,21,59
utilidades_domesticas,1400,30,15,20
relogios_presentes,500,20,11,15
informatica_acessorios,900,30,6,23
automotivo,1150,20,20,20
ferramentas_jardim,1700,31,11,11
fashion_bolsas_e_acessorios,1400,45,11,35
moveis_decoracao,1150,29,15,49
papelaria,4000,40,50,20
brinquedos,500,20,18,18
cama_mesa_banho,1150,29,15,15
moveis_decoracao,2600,50,10,30
beleza_saude,800,26,18,11
esporte_lazer,900,22,5,50
informatica_acessorios,1033,31,17,22
automotivo,200,18,10,18
telefonia,225,17,4,12
perfumaria,100,16,4,16
esporte_lazer,600,47,13,13
cama_mesa_banho,6900,64,17,53
utilidades_domesticas,150,18,4,12
esporte_lazer,200,16,7,21
esporte_lazer,210,17,13,16
cama_mesa_banho,1050,32,5,30
moveis_decoracao,2600,100,6,31
utilidades_domesticas,2467,38,15,24
utilidades_domesticas,1050,53,5,13
automotivo,4800,42,19,27
utilidades_domesticas,200,18,8,14
papelaria,8000,50,9,16
automotivo,50,16,15,16
livros_interesse_geral,600,24,3,17
bebidas,1300,24,24,24
utilidades_domesticas,600,28,4,36
bebes,50,17,6,13
cama_mesa_banho,650,30,10,20
utilidades_domesticas,950,25,23,25
beleza_saude,600,20,30,20
bebes,822,35,6,31
utilidades_domesticas,625,23,23,33
moveis_decoracao,2050,25,77,15
brinquedos,1400,25,80,25
bebes,320,36,7,23
construcao_ferramentas_construcao,500,30,30,30
ferramentas_jardim,650,30,10,12
eletronicos,60,16,9,13
automotivo,250,20,15,15
industria_comercio_e_negocios,800,40,30,30
relogios_presentes,450,21,14,14
utilidades_domesticas,1150,41,20,27
cama_mesa_banho,9350,45,40,40
pet_shop,158,18,6,13
utilidades_domesticas,2000,32,31,26
pet_shop,1400,50,30,40
cama_mesa_banho,1650,40,6,29
esporte_lazer,350,20,18,18
moveis_decoracao,5250,90,12,30
papelaria,4700,30,30,20
cama_mesa_banho,900,34,7,32
informatica_acessorios,900,31,13,11
moveis_decoracao,1300,105,15,15
moveis_escritorio,7300,53,51,18
livros_tecnicos,700,27,4,19
artes,1100,22,16,21
esporte_lazer,500,16,14,14
informatica_acessorios,950,38,12,28
pet_shop,1200,23,21,12
telefonia,100,21,6,14
bebes,631,27,12,19
esporte_lazer,1300,20,30,20
instrumentos_musicais,600,16,30,16
moveis_decoracao,500,53,8,11
eletronicos,200,22,16,22
brinquedos,900,29,30,23
alimentos,750,28,11,13
esporte_lazer,321,17,13,15
bebes,900,40,25,30
cama_mesa_banho,1625,41,30,33
cama_mesa_banho,1800,40,8,35
market_place,200,22,2,16
fashion_roupa_masculina,500,30,40,11
perfumaria,450,30,30,30
papelaria,450,20,30,20
fashion_roupa_feminina,400,16,2,11
cama_mesa_banho,650,30,10,25
artigos_de_natal,100,16,6,11
utilidades_domesticas,2900,19,54,28
malas_acessorios,500,18,48,34
relogios_presentes,195,18,11,17
malas_acessorios,450,16,40,25
brinquedos,2925,46,23,24
automotivo,850,60,8,33
automotivo,350,20,16,16
informatica_acessorios,600,16,18,17
bebes,283,37,20,40
cool_stuff,1500,40,40,30
eletronicos,300,16,3,15
utilidades_domesticas,1000,25,25,25
brinquedos,1100,28,10,28
bebes,700,27,15,25
perfumaria,100,20,5,20
utilidades_domesticas,400,16,2,11
papelaria,550,22,7,15
beleza_saude,300,16,11,11
informatica_acessorios,2300,20,17,20
esporte_lazer,1400,105,10,20
esporte_lazer,4100,28,18,18
bebidas,1400,17,33,19
cool_stuff,650,33,18,27
pet_shop,680,32,29,22
bebes,4550,40,10,40
moveis_decoracao,700,18,24,18
esporte_lazer,8000,55,25,45
informatica_acessorios,241,14,15,17
perfumaria,472,19,13,15
automotivo,2200,40,35,20
moveis_quarto,30000,90,46,46
cama_mesa_banho,5600,35,35,35
brinquedos,800,41,15,24
utilidades_domesticas,200,19,5,25
cama_mesa_banho,8350,50,27,38
papelaria,500,28,32,20
brinquedos,3008,32,45,32
telefonia,450,23,7,16
cool_stuff,2650,36,14,30
informatica_acessorios,470,14,17,14
cama_mesa_banho,1250,50,11,11
bebes,11000,41,40,40
esporte_lazer,450,25,15,11
consoles_games,1200,50,11,40
esporte_lazer,1300,85,6,23
cama_mesa_banho,900,40,2,30
cama_mesa_banho,2100,60,10,40
automotivo,200,24,5,16
esporte_lazer,1300,66,9,16
moveis_decoracao,8050,80,10,60
ferramentas_jardim,6950,56,14,56
utilidades_domesticas,1400,25,30,25
cama_mesa_banho,940,35,20,48
cama_mesa_banho,5175,54,31,46
informatica_acessorios,7400,23,12,15
sinalizacao_e_seguranca,1100,33,13,20
esporte_lazer,697,17,23,17
cama_mesa_banho,5850,56,17,51
moveis_decoracao,1000,41,23,25
moveis_cozinha_area_de_servico_jantar_e_jardim,2000,24,11,31
utilidades_domesticas,1200,25,25,25
ferramentas_jardim,600,21,7,20
bebes,700,20,9,14
telefonia,300,16,6,11
utilidades_domesticas,300,30,15,20
beleza_saude,300,17,20,12
moveis_decoracao,1200,25,25,25
eletronicos,200,25,7,25
informatica_acessorios,150,16,2,16
informatica_acessorios,350,21,9,17
brinquedos,1150,21,34,29
esporte_lazer,167,19,11,13
utilidades_domesticas,5400,45,16,35
esporte_lazer,1500,30,40,40
esporte_lazer,1009,17,14,13
utilidades_domesticas,650,18,20,17
beleza_saude,1250,19,28,17
utilidades_domesticas,850,20,20,20
perfumaria,1059,18,15,15
utilidades_domesticas,6000,74,25,36
esporte_lazer,2350,20,20,20
eletrodomesticos_2,15833,45,45,25
eletrodomesticos,1500,27,13,17
automotivo,400,17,21,11
automotivo,325,20,12,16
brinquedos,850,35,30,20
esporte_lazer,313,21,20,12
eletrodomesticos,300,16,35,25
cama_mesa_banho,2250,34,8,32
esporte_lazer,350,18,12,15
utilidades_domesticas,1500,36,15,16
moveis_sala,8900,56,57,22
cama_mesa_banho,4850,43,15,33
utilidades_domesticas,1675,35,16,35
brinquedos,450,20,10,20
esporte_lazer,950,26,25,22
cama_mesa_banho,2750,45,8,39
cama_mesa_banho,600,20,30,30
climatizacao,167,20,9,15
beleza_saude,350,16,22,24
brinquedos,1000,21,25,32
moveis_sala,1500,31,9,22
esporte_lazer,14600,52,40,42
esporte_lazer,2800,104,5,80
cama_mesa_banho,500,52,6,40
fashion_roupa_feminina,300,36,6,27
eletroportateis,200,30,16,20
esporte_lazer,150,20,25,25
artigos_de_festas,300,16,11,11
beleza_saude,500,16,6,11
beleza_saude,900,28,7,18
papelaria,3175,28,30,40
perfumaria,436,20,13,15
cama_mesa_banho,1700,20,45,35
pet_shop,500,27,9,27
relogios_presentes,466,16,10,12
utilidades_domesticas,2100,39,13,31
esporte_lazer,211,16,22,11
ferramentas_jardim,200,20,5,15
fashion_calcados,1600,20,9,21
moveis_decoracao,1000,20,15,20
automotivo,6100,47,19,23
automotivo,600,19,16,18
informatica_acessorios,600,16,16,16
eletroportateis,3450,53,16,35
automotivo,4200,23,50,23
construcao_ferramentas_jardim,3850,30,16,40
utilidades_domesticas,95,29,32,11
beleza_saude,800,22,22,22
utilidades_domesticas,2250,50,3,30
perfumaria,495,20,15,18
eletroportateis,650,16,45,35
telefonia,55,25,10,15
utilidades_domesticas,700,51,13,11
informatica_acessorios,3100,20,20,20
brinquedos,900,31,8,31
cool_stuff,22600,55,81,31
telefonia,650,23,6,16
moveis_decoracao,650,25,14,19
esporte_lazer,105,20,20,20
utilidades_domesticas,18800,35,92,35
beleza_saude,1400,27,22,39
pet_shop,200,20,15,15
perfumaria,125,24,9,21
moveis_decoracao,8500,35,45,35
pet_shop,8450,53,20,33
papelaria,600,27,4,12
bebes,1100,34,28,21
automotivo,150,21,15,14
cama_mesa_banho,4233,27,40,43
construcao_ferramentas_ferramentas,1050,25,25,25
brinquedos,500,39,26,32
informatica_acessorios,900,40,20,20
esporte_lazer,800,22,15,22
consoles_games,5483,33,31,40
moveis_decoracao,1050,69,11,11
bebes,30000,98,57,45
beleza_saude,650,20,30,20
moveis_decoracao,1300,45,14,35
relogios_presentes,532,19,13,15
portateis_casa_forno_e_cafe,1200,25,25,25
moveis_decoracao,1300,40,10,34
moveis_decoracao,800,45,45,20
ferramentas_jardim,6800,50,40,50
automotivo,1400,25,9,26
perfumaria,425,24,12,16
telefonia,627,17,7,14
moveis_decoracao,450,32,2,22
moveis_decoracao,1750,45,15,35
brinquedos,2300,42,8,42
papelaria,1700,35,60,40
beleza_saude,500,35,6,12
automotivo,2450,38,8,11
construcao_ferramentas_seguranca,725,16,11,11
fashion_bolsas_e_acessorios,300,16,18,11
moveis_decoracao,8600,40,30,40
esporte_lazer,200,16,9,16
cama_mesa_banho,850,25,15,15
agro_industria_e_comercio,12400,55,32,32
utilidades_domesticas,600,25,15,20
cool_stuff,6730,34,28,29
eletronicos,467,16,10,11
cama_mesa_banho,3783,70,20,50
construcao_ferramentas_construcao,200,20,4,20
cool_stuff,500,16,19,15
bebes,3000,30,25,30
construcao_ferramentas_jardim,7400,80,15,60
utilidades_domesticas,6600,32,36,32
malas_acessorios,450,28,19,29
eletrodomesticos,2250,46,21,36
informatica_acessorios,50,40,2,24
agro_industria_e_comercio,50,16,6,13
automotivo,600,17,15,13
eletrodomesticos,1550,30,10,15
informatica_acessorios,600,16,13,13
cool_stuff,4925,42,37,37
esporte_lazer,650,16,8,13
moveis_decoracao,10150,55,30,33
esporte_lazer,5900,28,9,11
artigos_de_festas,3200,27,27,27
beleza_saude,550,48,11,11
cama_mesa_banho,2400,48,18,36
informatica_acessorios,100,17,4,14
automotivo,3900,16,4,11
moveis_decoracao,14900,40,60,40
informatica_acessorios,700,26,4,19
moveis_decoracao,650,40,36,28
esporte_lazer,214,17,11,14
utilidades_domesticas,400,38,17,27
moveis_cozinha_area_de_servico_jantar_e_jardim,15742,16,95,33
bebes,300,30,20,30
cama_mesa_banho,1500,36,14,36
moveis_decoracao,1200,31,11,26
beleza_saude,150,23,7,12
utilidades_domesticas,1350,52,14,41
automotivo,100,16,6,11
cama_mesa_banho,18800,40,30,50
papelaria,3100,30,52,20
eletrodomesticos,5400,32,25,14
esporte_lazer,2243,37,32,33
ferramentas_jardim,650,16,30,20
instrumentos_musicais,1300,35,25,35
moveis_decoracao,150,16,8,16
climatizacao,200,24,8,17
automotivo,700,17,21,11
perfumaria,350,36,6,22
esporte_lazer,750,18,8,14
moveis_decoracao,600,16,16,23
bebes,8400,45,25,45
moveis_decoracao,400,60,7,11
construcao_ferramentas_iluminacao,1050,16,20,16
pet_shop,4800,31,16,26
cama_mesa_banho,3300,45,15,35
automotivo,750,16,11,15
beleza_saude,305,19,13,16
papelaria,500,22,48,38
livros_interesse_geral,1525,19,14,19
eletrodomesticos,350,33,3,36
consoles_games,400,19,7,17
esporte_lazer,1125,30,23,26
beleza_saude,5690,33,28,19
moveis_decoracao,700,41,23,25
cama_mesa_banho,2000,40,15,40
automotivo,14900,105,15,80
cool_stuff,450,18,15,14
eletrodomesticos,30000,61,15,50
beleza_saude,575,16,14,15
cama_mesa_banho,1200,34,6,41
brinquedos,600,20,31,30
cama_mesa_banho,817,32,6,28
moveis_decoracao,11850,23,70,42
moveis_decoracao,900,41,23,25
papelaria,275,17,19,23
cama_mesa_banho,3600,45,15,35
bebes,10400,30,10,30
moveis_decoracao,1400,45,15,35
telefonia,200,18,3,12
malas_acessorios,375,28,19,29
relogios_presentes,600,16,11,17
papelaria,1100,30,12,25
cama_mesa_banho,750,30,4,24
cool_stuff,2985,23,27,20
bebes,1650,39,16,40
industria_comercio_e_negocios,8400,36,25,44
telefonia,500,20,15,30
esporte_lazer,3300,22,22,22
utilidades_domesticas,750,30,5,35
papelaria,2850,18,50,40
beleza_saude,117,14,13,10
casa_construcao,700,16,20,38
automotivo,350,16,6,16
cama_mesa_banho,900,38,20,28
informatica_acessorios,400,18,12,15
beleza_saude,2500,16,16,15
moveis_decoracao,800,35,13,22
cool_stuff,1400,22,29,13
cool_stuff,2425,29,30,19
papelaria,3500,60,20,29
esporte_lazer,2500,55,10,20
cama_mesa_banho,1581,42,18,36
esporte_lazer,150,30,5,40
brinquedos,4580,44,35,35
eletrodomesticos,200,16,35,25
cool_stuff,15800,70,36,48
ferramentas_jardim,300,20,9,14
cama_mesa_banho,1350,36,6,36
relogios_presentes,700,30,10,30
brinquedos,800,30,20,25
malas_acessorios,16250,18,53,39
moveis_cozinha_area_de_servico_jantar_e_jardim,1850,45,15,35
moveis_decoracao,9000,70,25,55
beleza_saude,567,19,11,15
utilidades_domesticas,900,21,21,21
cama_mesa_banho,3200,35,20,30
cama_mesa_banho,2450,16,2,11
moveis_decoracao,500,35,2,25
utilidades_domesticas,450,86,3,16
pet_shop,2450,50,30,40
automotivo,2700,40,16,40
utilidades_domesticas,500,25,12,25
moveis_decoracao,7300,40,40,40
utilidades_domesticas,10483,66,66,56
relogios_presentes,1050,29,8,28
utilidades_domesticas,200,16,10,15
automotivo,3700,25,6,23
cama_mesa_banho,333,25,13,23
moveis_decoracao,850,35,5,26
eletronicos,125,22,11,16
esporte_lazer,350,26,5,13
moveis_decoracao,950,55,11,11
bebes,50,16,10,16
brinquedos,950,50,10,35
esporte_lazer,1300,22,18,18
automotivo,600,32,16,16
moveis_decoracao,8500,50,10,41
utilidades_domesticas,400,24,15,15
utilidades_domesticas,10200,56,30,34
automotivo,500,20,5,20
construcao_ferramentas_iluminacao,350,16,32,16
bebes,2100,62,7,35
utilidades_domesticas,300,30,2,13
cool_stuff,30000,48,75,61
pet_shop,20800,40,40,45
utilidades_domesticas,2350,48,10,39
utilidades_domesticas,2700,35,35,20
relogios_presentes,600,17,11,13
beleza_saude,968,27,20,21
cool_stuff,1419,29,12,14
market_place,200,19,6,14
beleza_saude,5400,18,10,15
brinquedos,1000,30,10,20
ferramentas_jardim,880,22,21,19
utilidades_domesticas,285,19,14,11
malas_acessorios,700,46,10,34
bebes,2100,75,32,23
moveis_decoracao,950,40,2,30
beleza_saude,1627,47,17,34
pet_shop,8017,51,28,39
esporte_lazer,3400,32,24,24
pet_shop,400,20,19,19
relogios_presentes,375,17,12,14
esporte_lazer,6400,30,30,30
brinquedos,1600,48,38,20
papelaria,600,30,40,11
fashion_calcados,900,40,33,26
relogios_presentes,200,16,16,16
utilidades_domesticas,3800,35,28,32
telefonia,50,16,12,16
construcao_ferramentas_construcao,150,20,3,25
fashion_calcados,800,21,9,22
automotivo,3400,78,4,47
beleza_saude,5650,36,26,36
papelaria,250,16,5,25
brinquedos,300,17,9,16
perfumaria,375,21,16,23
esporte_lazer,6050,60,10,60
perfumaria,150,16,4,12
cama_mesa_banho,400,20,10,20
moveis_cozinha_area_de_servico_jantar_e_jardim,3875,95,22,22
esporte_lazer,800,16,16,18
beleza_saude,50,16,14,15
flores,6000,16,16,16
moveis_sala,15900,67,66,61
perfumaria,250,16,14,15
malas_acessorios,1150,20,20,20
utilidades_domesticas,350,20,15,15
fashion_underwear_e_moda_praia,500,30,16,11
moveis_decoracao,500,40,11,35
utilidades_domesticas,3900,57,8,35
utilidades_domesticas,800,17,21,11
cama_mesa_banho,550,28,4,22
livros_interesse_geral,300,30,2,22
esporte_lazer,18200,19,10,22
eletroportateis,2900,30,30,30
brinquedos,500,25,12,15
cool_stuff,10300,80,40,36
utilidades_domesticas,500,20,12,15
consoles_games,400,22,10,16
beleza_saude,2150,33,20,17
alimentos,2000,23,17,17
esporte_lazer,3000,29,40,29
utilidades_domesticas,1350,40,25,22
esporte_lazer,5000,100,9,23
telefonia,500,25,10,25
beleza_saude,200,16,10,11
bebes,100,25,22,22
informatica_acessorios,800,29,16,18
pet_shop,2250,30,30,30
eletrodomesticos,5700,55,19,46
esporte_lazer,1700,25,25,25
papelaria,800,30,3,22
moveis_decoracao,575,63,11,11
eletronicos,1200,36,8,21
utilidades_domesticas,1200,27,10,20
utilidades_domesticas,2700,87,10,30
moveis_decoracao,8100,56,48,38
esporte_lazer,1600,31,33,32
moveis_decoracao,550,35,23,35
perfumaria,390,22,12,15
cool_stuff,2050,40,40,30
utilidades_domesticas,5950,44,2,26
utilidades_domesticas,700,29,13,13
perfumaria,375,16,14,15
esporte_lazer,250,21,26,21
audio,2300,20,20,32
beleza_saude,700,35,35,11
relogios_presentes,350,22,14,27
automotivo,250,16,5,11
esporte_lazer,6650,93,6,93
automotivo,2250,16,15,16
beleza_saude,400,17,5,17
brinquedos,250,16,20,20
ferramentas_jardim,1550,30,22,30
moveis_decoracao,750,41,8,31
beleza_saude,259,21,11,13
informatica_acessorios,150,23,14,14
cama_mesa_banho,3000,45,19,35
malas_acessorios,1300,33,10,49
construcao_ferramentas_construcao,16400,50,38,50
bebidas,3350,40,20,20
ferramentas_jardim,900,24,13,18
brinquedos,1500,30,10,30
relogios_presentes,436,17,12,13
relogios_presentes,175,16,12,14
eletronicos,300,20,15,18
relogios_presentes,800,26,6,26
pet_shop,700,76,8,11
brinquedos,260,16,11,13
brinquedos,600,34,11,29
moveis_decoracao,600,17,12,22
utilidades_domesticas,717,18,19,15
pet_shop,5250,45,15,30
pet_shop,800,38,4,19
esporte_lazer,2300,20,20,20
bebes,9300,82,53,43
automotivo,300,31,17,27
telefonia,100,21,8,14
beleza_saude,417,25,6,16
agro_industria_e_comercio,5350,30,30,20
utilidades_domesticas,10200,30,30,40
cama_mesa_banho,1600,35,8,35
moveis_escritorio,8400,56,56,18
esporte_lazer,500,17,17,17
malas_acessorios,480,16,30,20
cool_stuff,3833,18,35,18
cama_mesa_banho,1900,37,25,36
automotivo,10850,16,2,11
esporte_lazer,4500,26,11,33
cama_mesa_banho,1250,20,16,20
cama_mesa_banho,750,31,9,26
eletronicos,1398,26,15,20
utilidades_domesticas,550,40,10,30
utilidades_domesticas,350,30,5,35
cool_stuff,500,31,7,27
brinquedos,550,30,10,20
automotivo,5667,63,13,63
informatica_acessorios,425,16,9,13
eletrodomesticos,500,17,8,13
utilidades_domesticas,1000,33,25,24
telefonia,67,18,5,11
cama_mesa_banho,3300,46,15,35
esporte_lazer,200,28,10,13
utilidades_domesticas,350,31,10,13
telefonia,300,20,3,11
cama_mesa_banho,800,45,10,30
esporte_lazer,10200,105,18,28
automotivo,4550,56,11,32
consoles_games,225,17,6,15
consoles_games,300,18,6,15
automotivo,1300,30,5,14
automotivo,250,18,18,14
climatizacao,2950,53,21,36
esporte_lazer,700,27,12,49
beleza_saude,27050,60,60,45
brinquedos,600,31,8,25
cama_mesa_banho,1700,31,8,24
beleza_saude,2300,26,30,13
eletronicos,6050,16,61,41
artes,650,50,6,35
esporte_lazer,160,18,8,13
moveis_decoracao,1400,53,8,11
brinquedos,400,20,20,21
audio,6663,17,11,13
cama_mesa_banho,450,27,6,22
moveis_escritorio,7400,54,53,20
eletrodomesticos,6200,50,22,45
esporte_lazer,500,36,10,28
esporte_lazer,188,18,12,17
esporte_lazer,6600,90,20,25
cama_mesa_banho,400,36,6,26
utilidades_domesticas,500,22,22,22
casa_construcao,150,16,16,11
eletronicos,477,18,16,14
beleza_saude,350,16,16,16
brinquedos,325,21,7,16
cool_stuff,2200,42,25,15
moveis_decoracao,300,32,2,32
moveis_decoracao,15200,35,45,45
consoles_games,400,17,7,16
automotivo,5000,16,4,11
informatica_acessorios,550,19,5,12
bebidas,425,28,16,16
moveis_decoracao,2100,25,25,25
bebes,23250,23,50,84
esporte_lazer,2000,23,16,18
cama_mesa_banho,1750,35,35,20
cama_mesa_banho,1500,30,10,25
utilidades_domesticas,550,25,15,15
pet_shop,160,16,11,11
moveis_decoracao,300,34,21,34
flores,250,40,20,25
agro_industria_e_comercio,2663,30,27,25
eletrodomesticos,750,22,7,22
construcao_ferramentas_construcao,1600,26,9,20
utilidades_domesticas,550,18,16,16
moveis_quarto,7975,92,34,36
relogios_presentes,266,17,9,12
beleza_saude,900,20,8,13
esporte_lazer,18100,55,40,48
brinquedos,1700,16,32,46
brinquedos,600,48,10,48
informatica_acessorios,213,15,7,11
ferramentas_jardim,17300,26,26,26
eletroportateis,5150,28,50,28
